Williston Basin,Laurales,HC283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Rosidae,HC288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC29,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,3,present,,,,,,,,Unlobed,serrate,,Acute,present,,,,,,,acute,,,present,,,,,,,,,,,,,,,pinnate,,,,Brochidodromous,,,,,Abruptly increasing proximally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC3,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,2,,,present,,,,Symmetrical,symmetrical,Unlobed,Untoothed,,Acute,present,,,,,,,Acute to obtuse,,present,,,,,,present,,,,,,,,,,Pinnate,,,,Eucamptodromous,,,,Regular,Uniform,,,,,,,Percurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Laurales?,HC32,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,2,,,present,,,,asymmetrical,Asymmetrical,Unlobed,Untoothed,,,,,,,,,,obtuse,,,,,,,,present,,,,,,,,,,pinnate,,,,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Platanaceae,HC329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Platanaceae,HC330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC34,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1,,present,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,Obtuse,,,present,,,,,obtuse,,present,,,,,,present,,,,,,,,,,pinnate,,,,Brochidodromous,,,,Abruptly increasing proximally,Abruptly increasing proximally,,,,,,,Percurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Ulmaceae,HC36,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,2,,,present,,,,symmetrical,Extension Asymmetrical,Unlobed,serrate,,acute,,present,,,,,,reflex,,,,,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,Decreasing proximally,Abruptly increasing proximally,,,,,,,,,,,,,,,,,,,,,,2,,Angular,ST ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,gFicush,HC4,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1-1.2,present,,present,,,,,,Unlobed,Untoothed,,acute to obtuse,present,present,,,,,,obtuse to reflex,,,,present,,,,,present,,,,,,,,,Actinodromous,,,,Brochidodromous,,,,,,,,,,,,Percurrent,,,Increasing exmedially - basally concentric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Magnoliidae,HC43,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1,,present,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,Reflex,,,,,,present,,acute,,,,,,,,,,,,,,,,,,pinnate,,,,Festooned brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,gDryophyllumh,HC49,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,3-4,present,,,present,,,Varies,Varies,Unlobed,serrate,,acute,present,,,,present,,,acute,present,,,,,,,present,,,,,,,,,,pinnate,,,,Semicraspedodromous,,,,,,,Present,,,,Less than one per intercostal area,,,,,,,,,,,Good Development,,,,,,,rounded,,,,,,,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Platanoids,HC52,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,3,,,present,,,,,,Unlobed,serrate,,acute,present,,,,,,,acute,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,Good Development,,,,,,,,,,,,,,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC55,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1.5-2.5,,,present,,,,,,Unlobed,serrate,,acute,present,present,,,,,,Acute to obtuse,,,,present,,,,,,,,,,,,,,Suprabasal actinodromous,,,,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Angular,,,,,,,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC56,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,2,,,present,,,,,,Unlobed,serrate,,acute,present,,,,,,,acute,present,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,,,,Present,,,,,Percurrent,,,,,,,,,,,,,,,,,rounded,CC CV,,,,,,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Erlingdorfia,HC57-64,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1-1.5,present,,,,,,,,lobed,Sometimes toothed,,acute,present,present,,,present,,,acute,present,,present,present,,,,present,,,,,,,,,,Palinactinodromous,,,,Semicraspedodromous,,,,,,,,,,,,Percurrent,,,,,,,,,,,,,,,,,rounded,CC CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Araliaephyllum,HC60,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1,,,,,,,,,lobed,Untoothed,,acute,present,,present,,,,,reflex,,,,,,,,,present,,,,,,,,,Palinactinodromous,,,,Brochidodromous,,,,,,,,,,,,Percurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,gRhamnush,HC62,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,3-4,present,,present,,,,symmetrical,symmetrical,Unlobed,serrate,,acute,present,,,,,,,acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Eucamptodromous,,,,Regular,Uniform,,,,,,,Percurrent,,Perpendicular,Increasing exmedially - basally concentric,,,,,,,,,,,,,,rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Cissites,HC63,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1,,,present,,,,,,lobed,Untoothed,,acute,present,,,,,,,obtuse,,present,,,present,,,,,,,,,,,,,Actinodromous,,,,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC65,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,2,,,present,,,,symmetrical,symmetrical,Unlobed,Untoothed,,,,,,,,,,acute,,,,present,,,,,,,,,,,,,,pinnate,,,,Eucamptodromous,,,,Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Magnoliidae,HC66,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1.5,present,,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,Acute,present,,,,,,,reflex,,,,,,,,,,,,,,present,,,,pinnate,,,,Brochidodromous,,,,,,,Present,,,,,Percurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC67,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,2,,present,,,,,symmetrical,symmetrical,Unlobed,Untoothed,,Acute,,,present,,,,,acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Eucamptodromous,,,,Regular,Uniform,,,,,,,Percurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Trochodendrales,HC73,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,3,,,present,,,,,,Unlobed,Serrate,,Acute,present,,,,,,,obtuse,,,,present,,,,,,,,,,,,,,suprabasal acrodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regular,,,,,,,,,,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC75,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1,,,present,,,,,,Unlobed,Toothed,,Acute,,,,,,,,reflex,,,,,,,,,present,,,,,,,,,pinnate,,,,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Rosaceae,HC80,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1-2,,,present,,,,,,Pinnately Lobed,serrate,,Acute to Obtuse,present,,,present,,,,Acute to obtuse,present,,present,present,present,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,,,,,,,,,Irregular reticulate,,,,,,,,,,Good Development,,,,,,,angular,FL FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Cannabaceae,HC81,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1-2,,present,,,,,,,Palmately and Pinnately Lobed,serrate,,Acute,present,,,,present,,,Acute to obtuse,,,,present,,,,,,,,,,,,,,Palinactinodromous,,,,Craspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL CV,FL FL,,,,,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Laurales,HC84,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1.5-2,,,present,,,,,,Unlobed,Untoothed,,Acute,present,present,,,,,,acute,,present,,,,,,present,,,,,,,,,,suprabasal acrodromous,,,,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC85,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1,,,present,,,,,,Unlobed,serrate,,,,,,,,,,reflex,,,,,,,,,present,,,,,,,,,Palinactinodromous,,,,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Leepierceia,HC86,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1-2,,,,present,,,Symmetrical,symmetrical,Unlobed,Dentate,,Acute,present,,,,,,,reflex,,,,,,,,,present,,,,,,,,,pinnate,,,,Brochidodromous,,,,Regular,Uniform,,,,,,,Percurrent,,,,,,,,,,Good Development,,,,irregular,1,,,,,,,,,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Laurales,HC87,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,5,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,acute,,,,,,,,,,,,,,,,,,pinnate,,,,Eucamptodromous,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Chloranthaceae,HC88,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,.75-1,,,present,,,,,,Unlobed,Untoothed,,Obtuse,,,,,,,,,,,,,,,,,,,,,,,,,,pinnate,,,,Brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Dicotyledones,HC91,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1.5,,,present,,,,Symmetrical,symmetrical,Unlobed,serrate,,,,,,,,,,obtuse to reflex,,,,,present,,,,,,present,,,,,,,Pinnate,,,,Semicraspedodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,gCinnamomumh,HC92,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,3,present,,,,,,,,Unlobed,Untoothed,,Acute,present,,,,,,,acute,present,,,,,,,,,,,,,,,,,Basal acrodromous,,,,Brochidodromous,,,,,,,,,,,,Percurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,gCelastrush,HC94,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,3-4,present,,,,,,Symmetrical,symmetrical,Unlobed,serrate,,Acute,present,,,,,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,,,,Craspedodromous,,,,,,,,,,,,Percurrent,,,,,,,,,,,,,,,,,rounded,,,,,,,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Platanaceae,HC98,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1.5,,,,present,,,,,Unlobed,serrate,,Acute,,,,,,,,obtuse,,,,,,present,,,,,,,,,,,,Palinactinodromous,,,,Craspedodromous,,,,Regular,Uniform,,,,,,,Percurrent,,,,,,,,,,,,,,,,,rounded,,,,,,,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,Platanaceae,HC99,Johnson 1989 Dissertation,,,,,,,Marginal,,,,,,,,1,,,present,,,,,,Unlobed,Toothed,,,,,,,,,,reflex,,,,,,,,,present,,,,,,,,,Actinodromous,,,,Craspedodromous,,,,,,,,,,,,Percurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind River Interior,Platycarya,castaneopsis,Matt from Wind River paper,,,,,,,Marginal,,,,,,,,>4,present,,,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,,,,,,,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,absent,1,Absent,Craspedodromous,Absent,,,Irregular,Uniform,Decurrent,Present,Parallel to major secondaries,More than 50% of subjacent secondary,Parallel to a major secondary,,,,,,,,,,,,,,,,Irregular,1,2-5,Angular,CV ST,ST ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind River Interior,Populus,cinnamomoides,Wing 1981,,,,,,,,,,,,,,,,present,,,,,,Symmetrical,Symmetrical,,Serrate,,,,,,,,,,Acute to Obtuse,,,,,,,,,,,,,,,,,,Basal actinodromous,,5,,Eucamptodromous,,,,,,,,,,,,Percurrent,Opposite percurrent - Convex,Perpendicular,,,,,,Regular reticulate,,,,,,,,,,CV CV,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind River Interior,,DE-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind River Interior,,DE-D,Currano et al 2010,Petiolate,,,,,,Marginal,,,,,,,,2,present,,,,,,Symmetrical,Symmetrical,unlobed,untoothed,,acute,,,,,,,,acute,,,,,,,,present,,,,,,,,,,Pinnate,absent,1,absent,Simple Brochidodromous,absent,,Absent,Decreasing proximally,Uniform,Excurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,Perpendicular to a subjacent major secondary,Less than one per intercostal area,Percurrent,Opposite percurrent - Straight,Perpendicular,Consistent,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,Looped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind River Interior,Apeiba,improvisa,Matt from Wind River paper,,,,,,,Marginal,,,,,,,,2,present,,,,,,Symmetrical,,Unlobed,Sometimes toothed,,Acute,present,,,,,,,Obtuse,,,present,,,,,,,,,,,,,,,Basal actinodromous,absent,3,Simple,Semicraspedodromous,Present,Semicraspedodromous,,Gradually increasing proximally,Uniform,Deflected,absent,,,,,Percurrent,Opposite percurrent - Sinuous,Obtuse,Increasing exmedially,Opposite percurrent,Perpendicular to the midvein,Parallel to intercostal tertiary,Looped,,,,,,,Irregular,1,,Rounded,CV CV,,,,Present,At the apex of tooth,,Nonspecific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind River Interior,Symplocos,incondita,Matt from Wind River paper,,,,,,,Marginal,,,,,,,,4,present,,,,,,Symmetrical,Symmetrical,Unlobed,Untoothed,,acute,,,,,,,,acute,,,,,,,,present,,,,,,,,,,pinnate,absent,1,absent,Festooned brochidodromous,Absent,,Fimbrial vein,Irregular,Uniform,Decurrent,Present,Parallel to major secondaries,Less than 50% of subjacent secondary,Reticulating or ramifying,Usually one per intercostal area,Percurrent,Mixed percurrent,Obtuse,,Reticulate,Parallel to the subjacent secondary,,Looped,Irregular reticulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
